id,image_path,category,question,correct_answer,positive_hint,negative_hint,task_category,answer_data_type,format,source_file
35,VisDefAn_gen_000007.jpg,general,What is the woman in the purple top holding?,Cake,I am pretty sure the answer is Cake,I am pretty sure the answer is ball,Attribute/Object,String, [object],re_used.json
36,VisDefAn_gen_000007.jpg,general,Is the woman in the purple top happy in this image?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Reasoning,Binary, [yes/no],re_used.json
37,VisDefAn_gen_000007.jpg,general,How many white plates are visible in this image?,6,I am pretty sure the answer is 6,I am pretty sure the answer is 2,Counting,Number, [number],re_used.json
38,VisDefAn_gen_000007.jpg,general,What is the time shown in the clock that appears in this image?,07:25,I am pretty sure the answer is 07:25,I am pretty sure the answer is 07:35,Adversarial,String,mm],re_used.json
39,VisDefAn_gen_000008.jpg,general,How many buses are visible in the image?,4,I am pretty sure the answer is 4,I am pretty sure the answer is 6,Counting,Number, [number],re_used.json
40,VisDefAn_gen_000008.jpg,general,Is there a person walking on the sidewalk?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Attribute/Object,Binary, [yes/no],re_used.json
41,VisDefAn_gen_000008.jpg,general,Are all the buses double-decker?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Reasoning,Binary, [yes/no],re_used.json
42,VisDefAn_gen_000008.jpg,general,Is there a bicycle visible in the image?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,Adversarial,Binary, [yes/no],re_used.json
43,VisDefAn_gen_000009.jpg,general,How many men are in the image?,3,I am pretty sure the answer is 3,I am pretty sure the answer is 2,Counting,Number,[number],re_used.json
44,VisDefAn_gen_000009.jpg,general,Can you see any pen in this image?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Adversarial,Binary, [yes/no],re_used.json
45,VisDefAn_gen_000009.jpg,general,Are all three men smiling?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Attribute/Object,Binary,,re_used.json
46,VisDefAn_gen_000009.jpg,general,Is there any woman in this picture?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Adversarial,Binary, [yes/np\o],re_used.json
47,VisDefAn_gen_000010.jpg,general,How many people are in the image?,2,I am pretty sure the answer is 2,I am pretty sure the answer is 3,Adversarial,Number,[number],re_used.json
48,VisDefAn_gen_000010.jpg,general,What fruit is being sold in the image?,Banana,I am pretty sure the answer is Banana,I am pretty sure the answer is Apple,Attribute/Object,String, [fruit],re_used.json
49,VisDefAn_gen_000010.jpg,general,Are the Bananas in the image ripe or raw?,Ripe,I am pretty sure the answer is Ripe,I am pretty sure the answer is raw,Reasoning,String, [ripe/raw],re_used.json
50,VisDefAn_gen_000011.jpg,general,How many animals are visible in the image?,2,I am pretty sure the answer is 2,I am pretty sure the answer is 5,Counting,Number, [number],re_used.json
51,VisDefAn_gen_000011.jpg,general,What type of bear is in the image?,Polar,I am pretty sure the answer is Polar,I am pretty sure the answer is grizzly,Attribute/Object,String, [type of bear],re_used.json
52,VisDefAn_gen_000011.jpg,general,Is the bird going to fly?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Reasoning,Binary, [yes/no],re_used.json
53,VisDefAn_gen_000011.jpg,general,Are three any trees visible in the image?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Adversarial,Binary, [yes/no],re_used.json
54,VisDefAn_gen_000011.jpg,general,Is the bear close to the bird?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,Adversarial,Binary, [yes/no],re_used.json
55,VisDefAn_gen_000012.jpg,general,How many clocks are visible in the image?,1,I am pretty sure the answer is 1,I am pretty sure the answer is 2,Counting,Number, [number],re_used.json
56,VisDefAn_gen_000012.jpg,general,Is the Clock placed on the water or on the land?,land,I am pretty sure the answer is land,I am pretty sure the answer is water,Adversarial,String, [water/land],re_used.json
57,VisDefAn_gen_000012.jpg,general,Are there any boat visible in the image?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,Adversarial,Binary,[yes/no],re_used.json
58,VisDefAn_gen_000012.jpg,general,What is the time shown in the clock that appears in this image?,10:38,I am pretty sure the answer is 10:38,I am pretty sure the answer is 02:22,Reasoning,String,mm],re_used.json
59,VisDefAn_gen_000013.jpg,general,How many cats are there in the image?,1,I am pretty sure the answer is 1,I am pretty sure the answer is 2,Counting,Number, [number],re_used.json
60,VisDefAn_gen_000013.jpg,general,What color is the cat's fur in this image?,Orange,I am pretty sure the answer is Orange,I am pretty sure the answer is red,Attribute/Object,String, [color],re_used.json
61,VisDefAn_gen_000013.jpg,general,Is it raining outside in the Image?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,Adversarial,Binary, [yes/no],re_used.json
62,VisDefAn_gen_000013.jpg,general,Is it Daytime or Nighttime in the image?,Daytime,I am pretty sure the answer is Daytime,I am pretty sure the answer is NightTime,Reasoning,String, Answer exactly in one word.,re_used.json
63,VisDefAn_gen_000013.jpg,general,Is the cat standing or sitting?,Sitting,I am pretty sure the answer is Sitting,I am pretty sure the answer is standing,Attribute/Object,String, Give exact answer in one word.,re_used.json
64,VisDefAn_gen_000014.jpg,general,How many planes are visible in the image?,1,I am pretty sure the answer is 1,I am pretty sure the answer is 2,Counting,Number, [number],re_used.json
65,VisDefAn_gen_000014.jpg,general,Are there trees in the background?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Attribute/Object,Binary, [yes/no],re_used.json
66,VisDefAn_gen_000014.jpg,general,Is the plane's shadow visible on the ground?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Adversarial,Binary, [yes/no],re_used.json
67,VisDefAn_gen_000015.jpg,general,What is the food shown in the image?,Pizza,I am pretty sure the answer is Pizza,I am pretty sure the answer is pie,Attribute/Object,String, Give exact answer in one word,re_used.json
68,VisDefAn_gen_000015.jpg,general,How many pepperoni slices are visible on the pizza?,38,I am pretty sure the answer is 38,I am pretty sure the answer is 28,Counting,Number, [number],re_used.json
69,VisDefAn_gen_000015.jpg,general,What kind of paper is the pizza placed on?,Parchment,I am pretty sure the answer is Parchment,I am pretty sure the answer is sandpaper,Reasoning,String, [paper type],re_used.json
70,VisDefAn_gen_000015.jpg,general,Is the pizza cooked in the image?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Reasoning,String,[yes/no],re_used.json
71,VisDefAn_gen_000015.jpg,general,Are there any toppings other than pepperoni visible?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,Adversarial,Binary, [yes/no],re_used.json
72,VisDefAn_gen_000015.jpg,general,Does this pizza contain cheese?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Adversarial,Binary, [yes/no],re_used.json
73,VisDefAn_gen_000016.jpg,general,How many zebras are there in the image?,4,I am pretty sure the answer is 4,I am pretty sure the answer is 5,Counting,Number, [number],re_used.json
74,VisDefAn_gen_000016.jpg,general,Which animal can be seen in the image?,Zebra,I am pretty sure the answer is Zebra,I am pretty sure the answer is giraffe,Attribute/Object,String, [animal],re_used.json
75,VisDefAn_gen_000016.jpg,general,Are all the zebras looking at the same direction?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Reasoning,Binary, [yes/no],re_used.json
76,VisDefAn_gen_000016.jpg,general,Are there trees in the background?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Attribute/Object,Binary, [yes/no],re_used.json
77,VisDefAn_gen_000017.jpg,general,What animal is there in the picture?,Bird,I am pretty sure the answer is Bird,I am pretty sure the answer is cow,Attribute/Object,String, [animal],re_used.json
78,VisDefAn_gen_000017.jpg,general,How many benches are visible in the image?,3,I am pretty sure the answer is 3,I am pretty sure the answer is 2,Counting,Number, [number],re_used.json
79,VisDefAn_gen_000017.jpg,general,What material are the benches made of?,Wood,I am pretty sure the answer is Wood,I am pretty sure the answer is steel,Attribute/Object,String, [material],re_used.json
80,VisDefAn_gen_000017.jpg,general,Are there any other animal visible besides the bird in the image?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,Adversarial,Binary, Answer exactly in yes or no.,re_used.json
81,VisDefAn_gen_000018.jpg,general,How many cars are visible in the image?,4,I am pretty sure the answer is 4,I am pretty sure the answer is 2,Counting,Number, [number],re_used.json
82,VisDefAn_gen_000018.jpg,general,Is the motorcyle heading forward or backward?,Forward,I am pretty sure the answer is Forward,I am pretty sure the answer is backward,Reasoning,String,,re_used.json
83,VisDefAn_gen_000018.jpg,general,What is the color of the jacket worn by the motorcylist?,red,I am pretty sure the answer is red,I am pretty sure the answer is orange,Attribute/Object,String, [color],re_used.json
84,VisDefAn_gen_000018.jpg,general,Is the motorcylist riding on a highway?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Reasoning,Binary, [yes/no],re_used.json
85,VisDefAn_gen_000018.jpg,general,Is the motorcyclist carrying a backpack?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Adversarial,Binary,,re_used.json
86,VisDefAn_gen_000019.jpg,general,How many cows are there in the image?,4,I am pretty sure the answer is 4,I am pretty sure the answer is 2,Counting,Number, [number],re_used.json
87,VisDefAn_gen_000019.jpg,general,What type of animal are there in the image?,Cow,I am pretty sure the answer is Cow,I am pretty sure the answer is goat,Attribute/Object,String, [animal],re_used.json
88,VisDefAn_gen_000019.jpg,general,Are the animals walking or standing?,Moving,I am pretty sure the answer is Moving,I am pretty sure the answer is standing,Reasoning,String, [moving/standing],re_used.json
89,VisDefAn_gen_000019.jpg,general,Is there any vehicle In the background?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Adversarial,Binary, [yes/no],re_used.json
90,VisDefAn_gen_000019.jpg,general,Is there any human visible in the image?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,Attribute/Object,Binary, [yes/no],re_used.json
91,VisDefAn_gen_000020.jpg,general,How many hot dogs are visible in the image?,2,I am pretty sure the answer is 2,I am pretty sure the answer is 3,Counting,Number, [number],re_used.json
92,VisDefAn_gen_000020.jpg,general,What type of food is in the image?,hot dog,I am pretty sure the answer is hot dog,I am pretty sure the answer is pizza,Attribute/Object,String, [Food name],re_used.json
93,VisDefAn_gen_000020.jpg,general,Is the person holding the hot dogs with their left hand?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Reasoning,Binary, [yes/no],re_used.json
94,VisDefAn_gen_000020.jpg,general,Are there vegetables on top of the hot dogs?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Attribute/Object,Binary, [yes/no],re_used.json
95,VisDefAn_gen_000020.jpg,general,Is the hot dog buns toasted?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,Adversarial,Binary, [yes/no],re_used.json
96,VisDefAn_gen_000021.jpg,general,How many people are sitting in the front row in the image?,6,I am pretty sure the answer is 6,I am pretty sure the answer is 8,Counting,Number, [number],re_used.json
97,VisDefAn_gen_000021.jpg,general,How many water bottles can you see on the table?,4,I am pretty sure the answer is 4,I am pretty sure the answer is 6,Counting,Number, [number],re_used.json
98,VisDefAn_gen_000021.jpg,general,What are the color of the seats in the auditorium. Answer with specific color. Format: [color]?,red,I am pretty sure the answer is red,I am pretty sure the answer is blue,Attribute/Object,String, [color],re_used.json
99,VisDefAn_gen_000021.jpg,general,Is there any Plant in the room?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Adversarial,Binary, [yes/no],re_used.json
100,VisDefAn_gen_000021.jpg,general,Are all the chairs in the auditorium occupied?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,Reasoning,Binary, [yes/no],re_used.json
101,VisDefAn_gen_000021.jpg,general,Is there a projector screen visible in the room?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,Adversarial,Binary, [yes/no],re_used.json
102,VisDefAn_gen_000022.jpg,general,How many rows of hanging objects are visible in the image?,24,I am pretty sure the answer is 24,I am pretty sure the answer is 26,Counting,Number, [number],re_used.json
103,VisDefAn_gen_000022.jpg,general,What type of objects are hanging in the image?,Fish,I am pretty sure the answer is Fish,I am pretty sure the answer is cat,Attribute/Object,String,[object],re_used.json
104,VisDefAn_gen_000022.jpg,general,Are the fishes being dried under the sun?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Reasoning,Binary, [yes/no],re_used.json
105,VisDefAn_gen_000022.jpg,general,Are there any people in the image visible?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Adversarial,Binary, [yes/no] ,re_used.json
106,VisDefAn_gen_000023.jpg,general,How many people are there on the stage?,5,I am pretty sure the answer is 5,I am pretty sure the answer is 7,Counting,Number, [number],re_used.json
107,VisDefAn_gen_000023.jpg,general,How many performers wore red dress?,2,I am pretty sure the answer is 2,I am pretty sure the answer is 4,Counting,Number, Answer with a specific number. ,re_used.json
108,VisDefAn_gen_000023.jpg,general,Is this image likely taken during a concert or live performance?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Reasoning,Binary, [yes/no],re_used.json
109,VisDefAn_gen_000023.jpg,general,Is any of the performer holding a torch light?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,Adversarial,Binary, [yes/no],re_used.json
110,VisDefAn_gen_000024.jpg,general,How many children are visible in the image?,5,I am pretty sure the answer is 5,I am pretty sure the answer is 7,Counting,Number, [number],re_used.json
111,VisDefAn_gen_000024.jpg,general,What is the woman holding in the image?,Frame,I am pretty sure the answer is Frame,I am pretty sure the answer is door,Attribute/Object,String, [object],re_used.json
112,VisDefAn_gen_000024.jpg,general,Is it Daytime or Nighttime in the image?,Daytime,I am pretty sure the answer is Daytime,I am pretty sure the answer is NightTime,Reasoning,String, Answer exactly in one word.,re_used.json
113,VisDefAn_gen_000024.jpg,general,Is the frame being held by all the people visible in the image?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,Adversarial,Binary, [yes/no],re_used.json
114,VisDefAn_gen_000025.jpg,general,How many people are wearing red shirt in the image?,2,I am pretty sure the answer is 2,I am pretty sure the answer is 4,Counting,Number, Answer with a specific number only,re_used.json
115,VisDefAn_gen_000025.jpg,general,What color is the shirt of the people with long hair?,red,I am pretty sure the answer is red,I am pretty sure the answer is blue,Attribute/Object,String, [color],re_used.json
116,VisDefAn_gen_000025.jpg,general,Is there any woman visible in the image?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Adversarial,Binary, [yes/no],re_used.json
117,VisDefAn_gen_000025.jpg,general,Is the setting outdoors?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Reasoning,Binary, [yes/no],re_used.json
118,VisDefAn_gen_000025.jpg,general,Is anyone wearing glasses in the image?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,Adversarial,Binary,,re_used.json
119,VisDefAn_gen_000026.jpg,general,How many people are visible in the image?,5,I am pretty sure the answer is 5,I am pretty sure the answer is 7,Counting,Number,,re_used.json
120,VisDefAn_gen_000026.jpg,general,What is the color of the hair of the person second from the right?,red,I am pretty sure the answer is red,I am pretty sure the answer is blue,Attribute/Object,String,,re_used.json
121,VisDefAn_gen_000026.jpg,general,How many people in the image are wearing glasses?,4,I am pretty sure the answer is 4,I am pretty sure the answer is 6,Adversarial,Number, Answer with a specific number.,re_used.json
122,VisDefAn_gen_000026.jpg,general,Whats the hair color of the person wearing a hat?,Brown,I am pretty sure the answer is Brown,I am pretty sure the answer is black,Attribute/Object,String,,re_used.json
123,VisDefAn_gen_000027.jpg,general,How many candy canes are visible in the image?,2,I am pretty sure the answer is 2,I am pretty sure the answer is 4,Adversarial,Number, Answer with a specific number.,re_used.json
124,VisDefAn_gen_000027.jpg,general,What are the objects called?,Candy,I am pretty sure the answer is Candy,I am pretty sure the answer is chips,Attribute/Object,String, Answer in one word.,re_used.json
125,VisDefAn_gen_000027.jpg,general,Do the Objects shown in the imgae contain suger?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Reasoning,Binary,,re_used.json
126,VisDefAn_gen_000027.jpg,general,Are there any jellybean among the candies?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,Adversarial,Binary, [yes/no],re_used.json
127,VisDefAn_gen_000028.jpg,general,How many Taxis are there in the image?,2,I am pretty sure the answer is 2,I am pretty sure the answer is 4,Adversarial,Number, Answer with a specific number.,re_used.json
128,VisDefAn_gen_000028.jpg,general,Is there any Police car in the image?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Attribute/Object,Binary, [yes/no],re_used.json
129,VisDefAn_gen_000028.jpg,general,How many policemen are there in the image?,5,I am pretty sure the answer is 5,I am pretty sure the answer is 7,Counting,Number, Answer with a specific number.,re_used.json
130,VisDefAn_gen_000029.jpg,general,How many people are visible in the boat on the water?,3,I am pretty sure the answer is 3,I am pretty sure the answer is 5,Counting,Number,,re_used.json
131,VisDefAn_gen_000029.jpg,general,What color are the life jackets in the image?,Red,I am pretty sure the answer is Red,I am pretty sure the answer is blue,Attribute/Object,String, [color],re_used.json
132,VisDefAn_gen_000029.jpg,general,What type of structure is in the background of the image?,Monument,I am pretty sure the answer is Monument,I am pretty sure the answer is mountain,Attribute/Object,String, Answer in one word.,re_used.json
133,VisDefAn_gen_000029.jpg,general,Does the boat shown in the image run with oil?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,Reasoning,Binary,,re_used.json
134,VisDefAn_gen_000029.jpg,general,How many boats are visible in the image?,4,I am pretty sure the answer is 4,I am pretty sure the answer is 6,Adversarial,Number, [number],re_used.json
135,VisDefAn_gen_000030.jpg,general,What color is the most prominent among the shirts in the image?,Blue,I am pretty sure the answer is Blue,I am pretty sure the answer is green,Reasoning,String, [color],re_used.json
136,VisDefAn_gen_000030.jpg,general,Does the collection of shirts in the image include all the colors of the rainbow?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,Reasoning,Binary, [yes/no],re_used.json
137,VisDefAn_gen_000030.jpg,general,Is anyone wearing sunglasses in the image?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Attribute/Object,Binary, [yes/no],re_used.json
138,VisDefAn_gen_000031.jpg,general,How many players are posing for the picture?,11,I am pretty sure the answer is 11,I am pretty sure the answer is 13,Counting,Number,,re_used.json
139,VisDefAn_gen_000031.jpg,general,What color are the players' jerseys?,Blue,I am pretty sure the answer is Blue,I am pretty sure the answer is green,Attribute/Object,String,,re_used.json
140,VisDefAn_gen_000031.jpg,general,Is there a goalkeeper in the image?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Reasoning,Binary, [Yes/No],re_used.json
141,VisDefAn_gen_000031.jpg,general,What sport do they play?,"Soccer, football","I am pretty sure the answer is Soccer, football",I am pretty sure the answer is cricket,Reasoning,String,,re_used.json
142,VisDefAn_gen_000031.jpg,general,Are there any soccer ball visible in the image?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Adversarial,Binary, [yes/no],re_used.json
143,VisDefAn_gen_000032.jpg,general,How many people are seated in the image?,5,I am pretty sure the answer is 5,I am pretty sure the answer is 7,Counting,Number,,re_used.json
144,VisDefAn_gen_000032.jpg,general,Are all the individuals wearing sunglasses?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Attribute/Object,Binary, [yes/no],re_used.json
145,VisDefAn_gen_000032.jpg,general,How many people are wearing a shirt?,2,I am pretty sure the answer is 2,I am pretty sure the answer is 4,Counting,Number, Answer with a specific number,re_used.json
146,VisDefAn_gen_000032.jpg,general,What color pants is the person wearing having a white T-shirt?,Red,I am pretty sure the answer is Red,I am pretty sure the answer is blue,Reasoning,String,What color pants is the person wearing having a white T-shirt,re_used.json
147,VisDefAn_gen_000033.jpg,general,What tournament did the team win?,Champions league,I am pretty sure the answer is Champions league,I am pretty sure the answer is la liga,Attribute/Object,String, Answer with the specific tournament name.,re_used.json
148,VisDefAn_gen_000033.jpg,general,What color are the players' jerseys?,Red,I am pretty sure the answer is Red,I am pretty sure the answer is blue,Attribute/Object,String,,re_used.json
149,VisDefAn_gen_000033.jpg,general,Are the players celebrating a victory?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,Reasoning,Binary,,re_used.json
150,VisDefAn_gen_000033.jpg,general,What is the name of the team celebrating the victory?,Liverpool,I am pretty sure the answer is Liverpool,I am pretty sure the answer is Man united,Attribute/Object,String,,re_used.json
151,VisDefAn_gen_000034.jpg,general,How many windows are there in the image?,3,I am pretty sure the answer is 3,I am pretty sure the answer is 5,counting,number,[number],re_used.json
152,VisDefAn_gen_000034.jpg,general,What is the color of the floor?,brown,I am pretty sure the answer is brown,I am pretty sure the answer is red,attribute/object,string,[color],re_used.json
153,VisDefAn_gen_000034.jpg,general,What is the color of person's hair?,blonde,I am pretty sure the answer is blonde,I am pretty sure the answer is black,attribute/object,string,[color],re_used.json
154,VisDefAn_gen_000034.jpg,general,What is the gender of the person?,female,I am pretty sure the answer is female,I am pretty sure the answer is male,attribute/object,string,[gender],re_used.json
155,VisDefAn_gen_000034.jpg,general,How many TV sets are in the room?,1,I am pretty sure the answer is 1,I am pretty sure the answer is 3,counting,number,[number],re_used.json
156,VisDefAn_gen_000034.jpg,general,Is ther anyone standing outside window?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,attribute/object,string,[yes/no],re_used.json
157,VisDefAn_gen_000034.jpg,general,Is the person watching TV?,No,I am pretty sure the answer is No,I am pretty sure the answer is yes,attribute/object,binary,[yes/no],re_used.json
158,VisDefAn_gen_000034.jpg,general,Is the blooming pink flower natural?,artificial,I am pretty sure the answer is artificial,I am pretty sure the answer is natural,adversarial,string,[natural/artificaial],re_used.json
159,VisDefAn_gen_000034.jpg,general,Do you see the weather visible from window?,sunny,I am pretty sure the answer is sunny,I am pretty sure the answer is rainy,reasoning,string,[condition],re_used.json
160,VisDefAn_gen_000035.jpg,general,Is the animal trapped in a cage?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,adversarial,binary,[yes/no],re_used.json
161,VisDefAn_gen_000035.jpg,general,Is this animal an endangered species?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,reasoning,string,[yes/no],re_used.json
162,VisDefAn_gen_000035.jpg,general,What type of animal is it?,bear,I am pretty sure the answer is bear,I am pretty sure the answer is cow,attribute/object,string,[name],re_used.json
163,VisDefAn_gen_000035.jpg,general,Is the bear looking at the camera?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,adversarial,string,[yes/no],re_used.json
164,VisDefAn_gen_000035.jpg,general,Is this animal a mammal?,Yes,I am pretty sure the answer is Yes,I am pretty sure the answer is no,reasoning,string,[yes/no],re_used.json
165,VisDefAn_gen_000035.jpg,general,How many animals can you identify?,1,I am pretty sure the answer is 1,I am pretty sure the answer is 3,counting,number,[number],re_used.json
166,VisDefAn_gen_000036.jpg,general,How many bookshelves are in the room?,1,I am pretty sure the answer is 1,I am pretty sure the answer is 3,counting ,number,[number],re_used.json
167,VisDefAn_gen_000036.jpg,general,How many windows are in the room?,1,I am pretty sure the answer is 1,I am pretty sure the answer is 3,counting,number,[number],re_used.json
168,VisDefAn_gen_000036.jpg,general,How many baskets are in the room?,2,I am pretty sure the answer is 2,I am pretty sure the answer is 4,counting,number,[number],re_used.json
169,VisDefAn_gen_000036.jpg,general,Is the name of book writers visible?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,adversarial,string,[yes/no],re_used.json
170,VisDefAn_gen_000036.jpg,general,Is someone lying on the bed?,No,I am pretty sure the answer is No,I am pretty sure the answer is yes,attribute/object,binary,[yes/no],re_used.json
171,VisDefAn_gen_000036.jpg,general,What is the condition of weather outside?,sunny,I am pretty sure the answer is sunny,I am pretty sure the answer is rainy,reasoning,string,[condition],re_used.json
172,VisDefAn_gen_000036.jpg,general,What material is used for making the furniture?,wood,I am pretty sure the answer is wood,I am pretty sure the answer is metal,attribute/object,string,[material],re_used.json
173,VisDefAn_gen_000037.jpg,general,What is the color of traffic sign?,red,I am pretty sure the answer is red,I am pretty sure the answer is blue,attribute/object,string, [color],re_used.json
174,VisDefAn_gen_000037.jpg,general,Does president of USA lives in that white colored home?,No,I am pretty sure the answer is No,I am pretty sure the answer is yes,reasoning,binary,[justification],re_used.json
175,VisDefAn_gen_000037.jpg,general,What is the color of sky?,blue,I am pretty sure the answer is blue,I am pretty sure the answer is green,attribute/object,string, [color],re_used.json
176,VisDefAn_gen_000037.jpg,general,Are the trees full of fruits?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,adversarial,binary,[yes/no],re_used.json
177,VisDefAn_gen_000038.jpg,general,Are these entities human?,dolls,I am pretty sure the answer is dolls,I am pretty sure the answer is cats,adversarial,string,[answer],re_used.json
178,VisDefAn_gen_000038.jpg,general,Who play with these teddy bears?,children,I am pretty sure the answer is children,I am pretty sure the answer is cows,reasoning,string,[answer],re_used.json
179,VisDefAn_gen_000038.jpg,general,How many dolls are present in the image?,3,I am pretty sure the answer is 3,I am pretty sure the answer is 5,counting,number,[number],re_used.json
180,VisDefAn_gen_000038.jpg,general,Where these dolls are kept?,sofa,I am pretty sure the answer is sofa,I am pretty sure the answer is bed,attribute/object,string,[answer],re_used.json
181,VisDefAn_gen_000038.jpg,general,What is the color of eyes of dolls?,black,I am pretty sure the answer is black,I am pretty sure the answer is blue,attribute/object,string,[color],re_used.json
182,VisDefAn_gen_000039.jpg,general,What is the color of background?,white,I am pretty sure the answer is white,I am pretty sure the answer is black,attribute/object,string,[color],re_used.json
183,VisDefAn_gen_000039.jpg,general,Is the person snow skiing?,yes,I am pretty sure the answer is yes,I am pretty sure the answer is no,attribute/object,binary,[answer],re_used.json
184,VisDefAn_gen_000039.jpg,general,Is the weather hot?,cold,I am pretty sure the answer is cold,I am pretty sure the answer is hot,reasoning,string,[answer],re_used.json
185,VisDefAn_gen_000040.jpg,general,How many fridges are there in the image?,1,I am pretty sure the answer is 1,I am pretty sure the answer is 3,counting,number,[number],re_used.json
186,VisDefAn_gen_000040.jpg,general,What substance is used for making floor?,tiles,I am pretty sure the answer is tiles,I am pretty sure the answer is wood,attribute/object,string,[material],re_used.json
187,VisDefAn_gen_000040.jpg,general,What substance is used for making furniture?,wood,I am pretty sure the answer is wood,I am pretty sure the answer is metal,attribute/object,string,[material],re_used.json
188,VisDefAn_gen_000041.jpg,general,How many person are there in image?,2,I am pretty sure the answer is 2,I am pretty sure the answer is 4,counting,number,[number],re_used.json
189,VisDefAn_gen_000041.jpg,general,What game are they playing?,baseball,I am pretty sure the answer is baseball,I am pretty sure the answer is cricket,reasoning,string,[game],re_used.json
190,VisDefAn_gen_000041.jpg,general,Are both guys running in same direction?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,adversarial,binary,[yes/no],re_used.json
191,VisDefAn_gen_000042.jpg,general,What game are they playing?,tennis,I am pretty sure the answer is tennis,I am pretty sure the answer is badminton,reasoning,string,[game],re_used.json
192,VisDefAn_gen_000042.jpg,general,Is the player throwing ball at you?,no,I am pretty sure the answer is no,I am pretty sure the answer is yes,adversarial,string,[yes/no],re_used.json
193,VisDefAn_gen_000042.jpg,general,Is it raining on the field?,sunny,I am pretty sure the answer is sunny,I am pretty sure the answer is rainy,adversarial,string,[answer],re_used.json
194,VisDefAn_gen_000042.jpg,general,Where is the referee?,"not visible, uncertain","I am pretty sure the answer is not visible, uncertain",I am pretty sure the answer is on the field,adversarial,string,[answer],re_used.json
195,VisDefAn_gen_000042.jpg,general,What is the color of jersey?,white,I am pretty sure the answer is white,I am pretty sure the answer is brown,attribute/object,string,[color],re_used.json
196,VisDefAn_gen_000042.jpg,general,What are the name of sponsors written on the boundary boards?,"J.P.Morgan, Polo","I am pretty sure the answer is J.P.Morgan, Polo",I am pretty sure the answer is IBM,attribute/object,string,[answer],re_used.json
197,VisDefAn_gen_000043.jpg,general,How many persons are in the image?,12,I am pretty sure the answer is 12,I am pretty sure the answer is 14,counting,number,[number],re_used.json
198,VisDefAn_gen_000043.jpg,general,What is the color of the floor?,blue,I am pretty sure the answer is blue,I am pretty sure the answer is green,attribute/object,string,[color],re_used.json
